crime_id,crime_type,district,police_station,crime_date,crime_time,latitude,longitude,suspect_id,victim_id,weapon_used,modus_operandi,severity,status
CR01159,Murder,Bengaluru Urban,Koramangala,2023-12-30,16:43,12.943309,77.601469,S4133,V7151,Firearm,Forced entry,3,Arrested
CR01160,Domestic Violence,Mysuru,Chamraj,2023-11-19,18:06,12.304208,76.68168,S1355,V5827,Mobile,Home invasion,5,Closed
CR01161,Burglary,Bengaluru Urban,Jayanagar,2024-05-13,12:19,12.964362,77.557537,S1949,V6201,Unknown,Pickpocketing,5,Arrested
CR01162,Robbery,Ballari,Sampangi,2023-03-04,00:04,15.156791,76.894054,S2132,V7652,Rope,Bribery,2,Open
CR01163,Murder,Bengaluru Urban,Jayanagar,2023-03-09,12:04,12.986498,77.565354,S4188,V8591,None,Home invasion,5,Arrested
CR01164,Murder,Kalaburagi,Station Road,2022-04-12,17:35,17.359712,76.866711,S4918,V5794,Bat,Home invasion,4,Cold Case
CR01165,Cyber Fraud,Shivamogga,Nagara,2022-08-30,21:31,13.936208,75.525519,S4026,V7644,Crowbar,Domestic quarrel,2,Investigation
CR01166,Burglary,Kalaburagi,College Road,2023-06-17,04:47,17.313172,76.863054,S3386,V6916,Stolen Vehicle,Forced entry,3,Closed
CR01167,Robbery,Shivamogga,Nagara,2024-07-27,22:16,13.97075,75.523296,S3527,V7625,Rope,Hit and run,1,Cold Case
CR01168,Murder,Mangaluru,Pandeshwar,2024-12-29,01:53,12.949703,74.817217,S1515,V7977,Rope,Pickpocketing,3,Open
CR01169,Kidnapping,Hubballi-Dharwad,Gabburda,2024-01-06,19:01,15.327048,75.096594,S3993,V5160,Bat,Forced entry,4,Arrested
CR01170,Drug Offence,Vijayapura,Nehru Road,2024-08-05,09:54,16.851244,75.734114,S3663,V7698,None,Domestic quarrel,2,Cold Case
CR01171,Drug Offence,Hubballi-Dharwad,Bharat,2023-12-27,08:25,15.380697,75.118028,S2827,V6727,Unknown,Hit and run,3,Cold Case
CR01172,Robbery,Kalaburagi,College Road,2024-12-16,11:32,17.314232,76.824687,S2056,V7277,Mobile,Domestic quarrel,4,Investigation
CR01173,Murder,Mysuru,Chamraj,2023-09-09,23:24,12.264249,76.639161,S3107,V5943,Firearm,Home invasion,2,Arrested
CR01174,Drug Offence,Vijayapura,Station,2024-03-05,03:18,16.780107,75.753465,S2790,V8494,Unknown,Scam call,1,Cold Case
CR01175,Robbery,Mangaluru,Boloor,2023-01-07,22:05,12.939831,74.855937,S4229,V5907,Unknown,Strangulation,5,Closed
CR01176,Burglary,Vijayapura,Station,2024-07-23,06:11,16.828666,75.667204,S2621,V8497,Knife,Domestic quarrel,5,Investigation
CR01177,Vehicle Theft,Ballari,Karnataka,2024-03-05,21:26,15.097461,76.943478,S4753,V7571,Unknown,Cyber intrusion,2,Investigation
CR01178,Drug Offence,Mangaluru,Pandeshwar,2024-03-19,21:37,12.915602,74.878324,S4286,V6289,Mobile,Cyber intrusion,5,Cold Case
CR01179,Drug Offence,Hubballi-Dharwad,Gokul Road,2022-06-22,07:43,15.355922,75.133006,S3101,V6360,Bat,Forced entry,1,Arrested
CR01180,Assault,Vijayapura,Old City,2023-10-07,00:08,16.784601,75.714897,S3266,V6010,Rope,Cyber intrusion,5,Cold Case
CR01181,Drug Offence,Kalaburagi,Shahnoor,2023-07-06,19:19,17.297178,76.857683,S2367,V6330,Unknown,Scam call,2,Investigation
CR01182,Murder,Kalaburagi,Shahnoor,2024-08-16,05:29,17.332956,76.845396,S3331,V7448,Crowbar,Bribery,5,Open
CR01183,Burglary,Shivamogga,Pinjrapole,2022-04-14,04:15,13.933412,75.541939,S4777,V6153,Bat,Home invasion,1,Cold Case
CR01184,Burglary,Shivamogga,Pinjrapole,2024-05-16,13:00,13.938522,75.534539,S1987,V6244,Stolen Vehicle,Strangulation,5,Closed
CR01185,Burglary,Mysuru,VV Mohalla,2023-04-12,23:48,12.332379,76.646661,S1882,V6716,Poison,Hit and run,4,Closed
CR01186,Cyber Fraud,Tumakuru,Vidyaranyapuram,2024-05-03,00:58,13.322118,77.15492,S1406,V6880,Crowbar,Forced entry,5,Cold Case
CR01187,Robbery,Shivamogga,Pinjrapole,2023-08-06,12:54,13.934812,75.579329,S4405,V6644,Bat,Forced entry,5,Open
CR01188,Robbery,Bengaluru Urban,Central,2023-08-17,15:39,12.980587,77.549782,S4602,V5274,Bat,Hit and run,1,Open
CR01189,Theft,Mangaluru,Pandeshwar,2022-10-30,21:21,12.939429,74.821005,S3425,V7601,Mobile,Strangulation,3,Investigation
CR01190,Vehicle Theft,Mangaluru,Boloor,2022-12-15,00:44,12.939775,74.878226,S2330,V8334,Unknown,Domestic quarrel,1,Arrested
CR01191,Kidnapping,Shivamogga,Nagara,2024-04-28,09:05,13.942119,75.576285,S1844,V6254,Stolen Vehicle,Hit and run,3,Closed
CR01192,Robbery,Vijayapura,Nehru Road,2024-10-26,14:59,16.807749,75.702357,S3232,V5252,Firearm,Home invasion,5,Investigation
CR01193,Robbery,Hubballi-Dharwad,Gabburda,2022-08-20,14:46,15.33662,75.13056,S1897,V8413,Rope,Bribery,5,Cold Case
CR01194,Murder,Ballari,Karnataka,2022-04-27,12:45,15.107077,76.931729,S4894,V8396,Poison,Home invasion,1,Arrested
CR01195,Cyber Fraud,Vijayapura,Station,2023-04-01,17:59,16.809805,75.750863,S4547,V5861,Rope,Strangulation,3,Open
CR01196,Burglary,Mysuru,VV Mohalla,2022-07-16,02:21,12.335349,76.599245,S2518,V5779,Poison,Strangulation,5,Investigation
CR01197,Cyber Fraud,Mysuru,Chamraj,2024-11-15,19:43,12.276909,76.670844,S3492,V7750,Bat,Kidnap and ransom,1,Cold Case
CR01198,Assault,Bengaluru Urban,Majestic,2022-02-14,11:27,12.999937,77.632581,S3037,V8847,Unknown,Bribery,4,Closed
CR01199,Robbery,Bengaluru Urban,Jayanagar,2023-11-30,14:28,13.008301,77.568523,S1481,V5402,Firearm,Scam call,3,Closed
CR01200,Burglary,Hubballi-Dharwad,Gokul Road,2022-09-14,12:53,15.355454,75.14591,S1043,V5499,Knife,Scam call,5,Arrested
CR01201,Theft,Tumakuru,Vidyaranyapuram,2022-05-05,16:31,13.362874,77.157758,S3880,V6298,Mobile,Pickpocketing,1,Closed
CR01202,Robbery,Mangaluru,Pandeshwar,2024-07-28,19:11,12.902559,74.832811,S4034,V8385,Firearm,Cyber intrusion,1,Cold Case
CR01203,Vehicle Theft,Bengaluru Urban,Central,2022-09-12,23:40,12.955688,77.630996,S3761,V6952,Firearm,Scam call,5,Cold Case
CR01204,Vehicle Theft,Mysuru,VV Mohalla,2022-09-13,20:45,12.254531,76.6266,S3535,V8529,Unknown,Home invasion,1,Investigation
CR01205,Drug Offence,Bengaluru Urban,Central,2024-02-05,08:46,12.936226,77.610237,S4787,V5527,Crowbar,Pickpocketing,5,Investigation
CR01206,Theft,Belagavi,Nipani,2023-12-17,14:17,15.827254,74.519578,S1053,V6007,Crowbar,Hit and run,2,Cold Case
CR01207,Cyber Fraud,Kalaburagi,Shahnoor,2023-10-04,10:21,17.36045,76.846991,S2769,V7125,Unknown,Domestic quarrel,1,Arrested
CR01208,Vehicle Theft,Bengaluru Urban,Central,2022-06-05,21:38,12.983893,77.550877,S4477,V5180,Stolen Vehicle,Strangulation,2,Closed
CR01209,Assault,Belagavi,Nipani,2023-05-28,02:32,15.886612,74.489923,S4315,V5367,Firearm,Cyber intrusion,2,Open
CR01210,Robbery,Shivamogga,Nagara,2022-01-04,09:27,13.960506,75.596447,S1688,V8929,Rope,Hit and run,3,Investigation
CR01211,Domestic Violence,Shivamogga,Salem,2022-08-04,00:45,13.946435,75.581824,S1882,V7751,Firearm,Forced entry,4,Investigation
CR01212,Theft,Ballari,Shantinagar,2024-08-21,09:59,15.143476,76.965201,S2436,V7335,Bat,Pickpocketing,3,Investigation
CR01213,Burglary,Bengaluru Urban,Majestic,2023-08-20,11:46,12.929426,77.627864,S4600,V5110,Firearm,Hit and run,2,Cold Case
CR01214,Kidnapping,Mangaluru,Pandeshwar,2023-11-30,09:46,12.958824,74.900805,S4314,V5992,Crowbar,Bribery,1,Open
CR01215,Theft,Hubballi-Dharwad,Gabburda,2023-02-05,14:51,15.350078,75.155179,S1883,V7116,Poison,Cyber intrusion,5,Closed
CR01216,Kidnapping,Ballari,Shantinagar,2022-03-19,22:21,15.151355,76.964658,S1627,V6371,Mobile,Home invasion,4,Closed
CR01217,Burglary,Ballari,Sampangi,2024-02-19,22:12,15.119315,76.950521,S1230,V6384,Bat,Bribery,5,Cold Case
CR01218,Cyber Fraud,Mysuru,Gokulam,2024-03-07,18:16,12.267017,76.61714,S2267,V6984,Firearm,Scam call,3,Investigation
CR01219,Vehicle Theft,Tumakuru,Chitradurga Road,2024-07-10,20:15,13.343389,77.13148,S4903,V8230,Knife,Home invasion,1,Investigation
CR01220,Burglary,Vijayapura,Nehru Road,2022-06-13,23:06,16.799022,75.691408,S1019,V5635,None,Kidnap and ransom,5,Open
CR01221,Assault,Mangaluru,Kankanady,2023-03-12,22:37,12.883674,74.821661,S3178,V8552,Firearm,Strangulation,2,Cold Case
CR01222,Assault,Bengaluru Urban,Jayanagar,2022-12-12,11:49,12.982829,77.610643,S3493,V8313,Poison,Domestic quarrel,4,Cold Case
CR01223,Kidnapping,Mysuru,Chamraj,2024-01-19,01:18,12.320677,76.662956,S1484,V6737,Stolen Vehicle,Scam call,5,Arrested
CR01224,Cyber Fraud,Mysuru,Chamraj,2023-06-06,05:34,12.263015,76.665902,S1008,V6411,None,Cyber intrusion,4,Arrested
CR01225,Domestic Violence,Mangaluru,Kankanady,2022-10-19,10:46,12.911054,74.839228,S4163,V8640,Poison,Home invasion,1,Cold Case
CR01226,Domestic Violence,Mangaluru,Pandeshwar,2023-04-20,14:16,12.930431,74.879447,S4988,V5500,Poison,Domestic quarrel,4,Open
CR01227,Vehicle Theft,Ballari,Karnataka,2024-04-01,18:40,15.109998,76.955166,S4983,V8984,Unknown,Forced entry,3,Closed
CR01228,Drug Offence,Belagavi,Sammathal,2022-12-23,04:10,15.84559,74.455619,S1514,V6260,Poison,Pickpocketing,3,Arrested
CR01229,Assault,Bengaluru Urban,Koramangala,2023-01-22,04:00,12.947664,77.602876,S3228,V5907,Unknown,Kidnap and ransom,3,Arrested
CR01230,Robbery,Shivamogga,Salem,2023-03-24,01:30,13.919271,75.590396,S4300,V5966,Firearm,Cyber intrusion,5,Investigation
CR01231,Burglary,Ballari,Karnataka,2023-11-18,06:56,15.174235,76.879158,S3463,V8215,Rope,Cyber intrusion,4,Cold Case
CR01232,Vehicle Theft,Bengaluru Urban,Central,2023-06-23,09:31,12.983291,77.615215,S3261,V5777,Poison,Bribery,2,Investigation
CR01233,Robbery,Kalaburagi,Shahnoor,2022-11-13,17:49,17.338485,76.833007,S3314,V7916,Stolen Vehicle,Forced entry,4,Arrested
CR01234,Domestic Violence,Belagavi,Shahu Nagar,2023-03-08,14:18,15.82492,74.470995,S3888,V8807,Firearm,Hit and run,3,Cold Case
CR01235,Robbery,Mysuru,Gokulam,2023-10-08,14:58,12.283762,76.644663,S1664,V7808,Stolen Vehicle,Forced entry,4,Cold Case
CR01236,Assault,Vijayapura,Nehru Road,2024-10-18,15:33,16.8363,75.744746,S4189,V7234,Knife,Pickpocketing,4,Investigation
CR01237,Cyber Fraud,Mysuru,Chamraj,2023-04-08,18:21,12.260458,76.655325,S1638,V5498,None,Cyber intrusion,3,Investigation
CR01238,Kidnapping,Hubballi-Dharwad,Bharat,2024-10-10,21:27,15.338193,75.09178,S2121,V5173,Mobile,Strangulation,3,Arrested
CR01239,Vehicle Theft,Mangaluru,Pandeshwar,2022-02-04,04:35,12.87299,74.881578,S4349,V5025,Rope,Forced entry,3,Open
CR01240,Kidnapping,Ballari,Shantinagar,2023-02-03,20:25,15.115071,76.93038,S4254,V6532,Bat,Scam call,4,Closed
CR01241,Assault,Shivamogga,Nagara,2023-07-24,23:27,13.944137,75.525361,S1593,V6391,Bat,Hit and run,3,Closed
CR01242,Assault,Bengaluru Urban,Majestic,2023-11-16,16:12,12.952902,77.572329,S3344,V7126,Stolen Vehicle,Home invasion,1,Open
CR01243,Drug Offence,Bengaluru Urban,Koramangala,2022-11-27,11:40,12.981,77.602284,S3822,V6336,Crowbar,Home invasion,4,Cold Case
CR01244,Cyber Fraud,Mysuru,Chamraj,2022-09-23,14:57,12.253574,76.608827,S2976,V5213,Crowbar,Cyber intrusion,2,Arrested
CR01245,Cyber Fraud,Mangaluru,Boloor,2023-09-25,15:29,12.941127,74.835671,S1742,V6285,Bat,Cyber intrusion,3,Investigation
CR01246,Burglary,Hubballi-Dharwad,Bharat,2022-07-13,23:19,15.354331,75.105785,S3227,V8381,Crowbar,Hit and run,2,Investigation
CR01247,Burglary,Vijayapura,Station,2023-09-30,09:37,16.846555,75.70042,S3633,V7955,Knife,Hit and run,3,Investigation
CR01248,Cyber Fraud,Ballari,Shantinagar,2023-03-22,09:06,15.094898,76.964326,S1973,V7185,Bat,Pickpocketing,3,Investigation
CR01249,Theft,Kalaburagi,Shahnoor,2024-04-01,11:41,17.298413,76.810355,S2082,V5354,Stolen Vehicle,Strangulation,1,Investigation
CR01250,Vehicle Theft,Hubballi-Dharwad,Gokul Road,2023-03-25,21:19,15.331722,75.157901,S4425,V5046,Rope,Home invasion,2,Open
CR01251,Vehicle Theft,Belagavi,Nipani,2023-10-23,22:26,15.890697,74.467443,S2914,V7022,Knife,Forced entry,1,Open
CR01252,Cyber Fraud,Shivamogga,Salem,2023-06-18,13:48,13.958857,75.604738,S4559,V7284,Stolen Vehicle,Forced entry,2,Investigation
CR01253,Assault,Belagavi,Nipani,2024-07-31,09:45,15.847419,74.532846,S3369,V7304,Firearm,Hit and run,4,Cold Case
CR01254,Murder,Bengaluru Urban,Majestic,2023-06-13,00:12,12.988854,77.633404,S1685,V6695,None,Home invasion,3,Investigation
CR01255,Burglary,Hubballi-Dharwad,Bharat,2023-04-30,03:03,15.341951,75.081588,S1715,V6326,Crowbar,Forced entry,4,Investigation
CR01256,Cyber Fraud,Shivamogga,Nagara,2023-03-06,01:45,13.909602,75.576928,S1562,V8155,Bat,Strangulation,1,Cold Case
CR01257,Kidnapping,Tumakuru,Temple Road,2023-03-01,22:35,13.302789,77.104183,S1828,V6298,Rope,Domestic quarrel,5,Cold Case
CR01258,Robbery,Kalaburagi,Station Road,2023-07-08,01:50,17.354386,76.875141,S1316,V6417,Stolen Vehicle,Bribery,3,Open
CR01259,Murder,Shivamogga,Salem,2023-08-20,15:33,13.935742,75.529101,S4588,V5154,None,Scam call,3,Arrested
CR01260,Domestic Violence,Bengaluru Urban,Koramangala,2023-12-27,20:56,12.931003,77.598253,S3781,V5171,Crowbar,Pickpocketing,5,Investigation
CR01261,Assault,Ballari,Sampangi,2023-09-28,08:09,15.14057,76.878768,S2621,V8004,Firearm,Hit and run,1,Investigation
CR01262,Cyber Fraud,Ballari,Sampangi,2023-10-28,09:27,15.175154,76.921853,S4282,V7758,Mobile,Kidnap and ransom,1,Closed
CR01263,Assault,Bengaluru Urban,Central,2024-08-29,08:28,12.970926,77.600617,S3379,V5044,Unknown,Bribery,2,Closed
CR01264,Theft,Kalaburagi,Shahnoor,2024-08-23,00:14,17.356456,76.791114,S4293,V6710,Poison,Kidnap and ransom,3,Open
CR01265,Drug Offence,Bengaluru Urban,Koramangala,2023-11-22,23:41,12.966386,77.634993,S3197,V8802,Poison,Hit and run,5,Investigation
CR01266,Burglary,Vijayapura,Station,2022-11-22,01:25,16.827166,75.726077,S4988,V8416,Crowbar,Bribery,1,Arrested
CR01267,Vehicle Theft,Belagavi,Nipani,2023-07-02,15:19,15.857681,74.488639,S3116,V5083,Unknown,Bribery,3,Open
CR01268,Murder,Bengaluru Urban,Jayanagar,2024-05-29,15:04,12.943244,77.629773,S1690,V7473,Mobile,Pickpocketing,1,Closed
CR01269,Murder,Kalaburagi,College Road,2024-11-09,23:14,17.333485,76.842607,S2926,V8814,Firearm,Scam call,5,Open
CR01270,Cyber Fraud,Bengaluru Urban,Koramangala,2022-08-29,07:50,12.95294,77.59765,S2283,V5711,Rope,Cyber intrusion,5,Investigation
CR01271,Cyber Fraud,Mysuru,VV Mohalla,2024-08-16,07:05,12.304506,76.596341,S1379,V7439,Knife,Scam call,1,Closed
CR01272,Vehicle Theft,Mysuru,VV Mohalla,2023-10-09,12:59,12.285269,76.608879,S4277,V8428,Knife,Cyber intrusion,4,Arrested
CR01273,Vehicle Theft,Mysuru,Gokulam,2022-03-10,15:34,12.268598,76.666436,S4862,V8763,Mobile,Kidnap and ransom,4,Closed
CR01274,Domestic Violence,Ballari,Shantinagar,2022-11-01,13:18,15.096338,76.949537,S3364,V7759,Crowbar,Domestic quarrel,1,Open
CR01275,Drug Offence,Hubballi-Dharwad,Gokul Road,2022-01-13,00:55,15.336053,75.100741,S4328,V5205,Crowbar,Forced entry,4,Cold Case
CR01276,Assault,Vijayapura,Station,2023-09-02,21:55,16.786444,75.741165,S2887,V6660,Mobile,Cyber intrusion,2,Arrested
CR01277,Burglary,Vijayapura,Station,2023-01-30,23:14,16.862659,75.702109,S4375,V5878,Crowbar,Home invasion,5,Arrested
CR01278,Domestic Violence,Mangaluru,Kankanady,2024-02-25,09:51,12.905161,74.849694,S1863,V7377,Rope,Cyber intrusion,1,Investigation
CR01279,Murder,Vijayapura,Old City,2023-01-08,03:17,16.805444,75.747954,S3818,V5855,Mobile,Kidnap and ransom,3,Open
CR01280,Assault,Kalaburagi,Shahnoor,2023-12-31,01:28,17.288937,76.837116,S3267,V7843,Knife,Pickpocketing,5,Open
CR01281,Robbery,Kalaburagi,Station Road,2022-04-10,14:15,17.301348,76.877333,S2981,V8348,None,Cyber intrusion,2,Arrested
CR01282,Vehicle Theft,Ballari,Karnataka,2024-06-07,03:01,15.142462,76.950265,S2199,V8907,Unknown,Scam call,3,Investigation
CR01283,Domestic Violence,Belagavi,Shahu Nagar,2023-03-05,22:42,15.828061,74.46584,S2980,V7252,None,Bribery,4,Closed
CR01284,Cyber Fraud,Vijayapura,Station,2022-01-25,12:15,16.818917,75.711973,S3071,V6168,Knife,Scam call,5,Cold Case
CR01285,Cyber Fraud,Tumakuru,Chitradurga Road,2023-11-25,17:37,13.32017,77.121614,S4934,V6419,Mobile,Home invasion,2,Cold Case
CR01286,Murder,Hubballi-Dharwad,Gokul Road,2023-12-30,06:30,15.357528,75.144709,S2178,V7866,Knife,Kidnap and ransom,5,Open
CR01287,Domestic Violence,Mysuru,Gokulam,2022-10-07,22:14,12.284585,76.679837,S3088,V8711,Crowbar,Strangulation,5,Arrested
CR01288,Kidnapping,Shivamogga,Pinjrapole,2024-11-03,16:53,13.908514,75.569863,S3877,V5009,None,Scam call,5,Cold Case
CR01289,Robbery,Bengaluru Urban,Koramangala,2022-11-04,19:26,13.011399,77.617127,S3927,V5276,Firearm,Domestic quarrel,2,Investigation
CR01290,Domestic Violence,Belagavi,Nipani,2022-05-18,14:09,15.844079,74.464247,S3646,V6741,Knife,Scam call,5,Closed
CR01291,Drug Offence,Hubballi-Dharwad,Bharat,2023-10-09,23:35,15.391316,75.124144,S2943,V7423,Crowbar,Bribery,2,Open
CR01292,Murder,Ballari,Sampangi,2022-08-08,19:11,15.13448,76.9244,S4624,V7935,Rope,Pickpocketing,2,Cold Case
CR01293,Drug Offence,Mysuru,Chamraj,2022-05-10,00:28,12.299933,76.655861,S2118,V6602,Firearm,Hit and run,3,Cold Case
CR01294,Burglary,Bengaluru Urban,Jayanagar,2024-07-09,20:28,12.986491,77.626884,S4578,V5321,Rope,Scam call,5,Closed
CR01295,Murder,Vijayapura,Station,2023-11-30,15:04,16.813797,75.692632,S1397,V5088,Unknown,Hit and run,4,Open
CR01296,Robbery,Mysuru,Gokulam,2024-01-28,12:25,12.27929,76.638503,S2128,V8688,Mobile,Kidnap and ransom,2,Open
CR01297,Vehicle Theft,Shivamogga,Salem,2023-09-14,14:45,13.89327,75.590957,S3940,V6817,Knife,Kidnap and ransom,5,Open
CR01298,Vehicle Theft,Vijayapura,Old City,2024-10-09,05:16,16.86839,75.670568,S3472,V5177,Unknown,Cyber intrusion,5,Closed
CR01299,Kidnapping,Hubballi-Dharwad,Gabburda,2022-04-17,00:13,15.388642,75.08834,S1277,V6855,Firearm,Hit and run,2,Arrested
CR01300,Theft,Mangaluru,Pandeshwar,2024-01-15,01:55,12.921142,74.816812,S4276,V8245,Firearm,Domestic quarrel,1,Arrested
CR01301,Domestic Violence,Mysuru,Chamraj,2024-09-30,23:00,12.319579,76.599916,S4533,V6578,Rope,Domestic quarrel,4,Open
CR01302,Cyber Fraud,Shivamogga,Pinjrapole,2022-01-08,21:09,13.94923,75.564043,S2461,V8351,Poison,Scam call,4,Open
CR01303,Robbery,Mangaluru,Kankanady,2024-09-12,06:12,12.95266,74.881388,S3211,V5127,Mobile,Strangulation,5,Investigation
CR01304,Domestic Violence,Bengaluru Urban,Jayanagar,2024-09-18,21:10,12.998081,77.585152,S1266,V8928,Poison,Cyber intrusion,3,Arrested
CR01305,Vehicle Theft,Hubballi-Dharwad,Bharat,2024-10-14,09:31,15.393045,75.138805,S1889,V5704,None,Strangulation,3,Closed
CR01306,Domestic Violence,Mangaluru,Kankanady,2023-06-18,01:24,12.882422,74.834525,S4079,V5423,Firearm,Domestic quarrel,3,Investigation
CR01307,Drug Offence,Hubballi-Dharwad,Gokul Road,2023-10-28,15:28,15.356787,75.152976,S2346,V5497,Firearm,Hit and run,5,Cold Case
CR01308,Kidnapping,Vijayapura,Old City,2022-10-29,23:45,16.835641,75.666197,S1476,V8945,Crowbar,Cyber intrusion,3,Closed
CR01309,Murder,Hubballi-Dharwad,Gokul Road,2023-01-02,11:32,15.374512,75.080627,S2142,V5139,Crowbar,Hit and run,4,Investigation
CR01310,Kidnapping,Mysuru,Chamraj,2024-04-12,22:01,12.302329,76.670873,S2602,V7047,Unknown,Bribery,1,Arrested
CR01311,Drug Offence,Hubballi-Dharwad,Gabburda,2022-01-30,02:44,15.352844,75.080544,S4617,V7547,Knife,Strangulation,2,Open
CR01312,Murder,Belagavi,Sammathal,2023-01-20,04:24,15.830927,74.473169,S3734,V7188,Stolen Vehicle,Home invasion,4,Investigation
CR01313,Robbery,Vijayapura,Nehru Road,2023-09-10,13:24,16.83717,75.670936,S2523,V6891,Stolen Vehicle,Kidnap and ransom,2,Arrested
CR01314,Cyber Fraud,Kalaburagi,College Road,2022-09-16,07:28,17.304329,76.858318,S4336,V5250,Bat,Forced entry,5,Closed
CR01315,Cyber Fraud,Belagavi,Sammathal,2024-02-05,14:03,15.872855,74.4549,S2604,V6596,Knife,Bribery,1,Investigation
CR01316,Murder,Tumakuru,Chitradurga Road,2024-04-17,03:23,13.345226,77.141793,S4772,V6997,Mobile,Home invasion,5,Arrested
CR01317,Murder,Mangaluru,Boloor,2022-10-11,15:25,12.958572,74.827932,S3041,V7470,Bat,Cyber intrusion,4,Arrested
CR01318,Burglary,Mysuru,Gokulam,2024-03-28,08:59,12.265675,76.642405,S2511,V5823,Firearm,Scam call,1,Cold Case
CR01319,Assault,Bengaluru Urban,Majestic,2023-02-06,14:30,12.952334,77.606525,S4338,V5295,Poison,Strangulation,1,Closed
CR01320,Theft,Belagavi,Nipani,2024-02-10,12:02,15.847919,74.523083,S4737,V6740,Poison,Cyber intrusion,4,Arrested
CR01321,Drug Offence,Belagavi,Sammathal,2024-04-11,20:28,15.865746,74.535848,S1247,V6101,Bat,Cyber intrusion,3,Investigation
CR01322,Cyber Fraud,Kalaburagi,Shahnoor,2022-06-16,08:59,17.351805,76.853705,S4117,V7538,Rope,Cyber intrusion,3,Investigation
CR01323,Burglary,Hubballi-Dharwad,Gokul Road,2022-06-05,02:48,15.378864,75.152801,S2042,V7423,Stolen Vehicle,Bribery,3,Arrested
CR01324,Theft,Tumakuru,Temple Road,2023-03-29,03:31,13.351472,77.087436,S1675,V6210,Bat,Bribery,4,Cold Case
CR01325,Domestic Violence,Vijayapura,Nehru Road,2023-10-21,08:46,16.791054,75.665353,S2821,V7852,Mobile,Bribery,4,Arrested
CR01326,Domestic Violence,Mangaluru,Kankanady,2023-05-16,00:56,12.952798,74.898916,S1372,V5761,Unknown,Hit and run,3,Investigation
CR01327,Theft,Belagavi,Sammathal,2024-01-30,19:22,15.841857,74.502641,S4620,V7505,Rope,Cyber intrusion,1,Closed
CR01328,Domestic Violence,Mysuru,Gokulam,2022-03-10,16:06,12.256138,76.614795,S1736,V8731,Stolen Vehicle,Kidnap and ransom,2,Investigation
CR01329,Drug Offence,Mysuru,Chamraj,2024-01-11,05:19,12.271172,76.604671,S2834,V5865,Stolen Vehicle,Pickpocketing,4,Closed
CR01330,Vehicle Theft,Mysuru,Gokulam,2023-04-17,01:56,12.310699,76.616993,S1592,V5953,Knife,Scam call,4,Closed
CR01331,Vehicle Theft,Shivamogga,Nagara,2022-10-03,01:24,13.892313,75.531924,S4169,V6049,Unknown,Hit and run,2,Investigation
CR01332,Domestic Violence,Mangaluru,Boloor,2024-03-04,05:51,12.869739,74.873075,S2869,V8034,Unknown,Cyber intrusion,1,Arrested
CR01333,Assault,Vijayapura,Station,2023-09-29,02:41,16.808222,75.697997,S2100,V8547,Mobile,Bribery,2,Cold Case
CR01334,Drug Offence,Belagavi,Nipani,2024-06-27,00:07,15.883294,74.524722,S2362,V6561,Bat,Pickpocketing,4,Open
CR01335,Robbery,Tumakuru,Vidyaranyapuram,2023-04-08,23:14,13.303339,77.109113,S1025,V5043,Unknown,Pickpocketing,2,Arrested
CR01336,Theft,Hubballi-Dharwad,Gabburda,2023-01-22,07:54,15.370574,75.128792,S3584,V5905,Mobile,Cyber intrusion,5,Investigation
CR01337,Domestic Violence,Ballari,Sampangi,2022-05-12,13:25,15.142237,76.931684,S2951,V5566,Unknown,Forced entry,1,Open
CR01338,Vehicle Theft,Kalaburagi,Shahnoor,2022-10-22,22:14,17.300207,76.875243,S4668,V7352,Crowbar,Bribery,2,Cold Case
CR01339,Cyber Fraud,Vijayapura,Nehru Road,2024-04-11,17:57,16.855344,75.751855,S3581,V8415,Mobile,Cyber intrusion,5,Investigation
CR01340,Assault,Shivamogga,Salem,2023-09-13,18:57,13.934007,75.579762,S1343,V6041,Rope,Scam call,1,Cold Case
CR01341,Robbery,Kalaburagi,Station Road,2024-06-06,01:43,17.370308,76.822644,S3900,V6076,Crowbar,Cyber intrusion,2,Closed
CR01342,Vehicle Theft,Vijayapura,Old City,2024-11-24,19:58,16.864843,75.72572,S4948,V5744,Stolen Vehicle,Scam call,1,Closed
CR01343,Theft,Tumakuru,Vidyaranyapuram,2023-02-08,02:26,13.306371,77.08625,S4229,V8931,Knife,Bribery,2,Cold Case
CR01344,Cyber Fraud,Shivamogga,Nagara,2023-10-08,19:00,13.970592,75.55901,S1478,V6582,Bat,Scam call,2,Open
CR01345,Theft,Tumakuru,Temple Road,2023-10-20,09:33,13.317834,77.069341,S2065,V5508,Poison,Forced entry,1,Investigation
CR01346,Kidnapping,Belagavi,Nipani,2024-01-17,13:39,15.86166,74.489631,S4375,V5248,Firearm,Forced entry,2,Closed
CR01347,Domestic Violence,Tumakuru,Temple Road,2024-03-05,17:22,13.348445,77.118685,S4446,V7585,Knife,Home invasion,4,Investigation
CR01348,Vehicle Theft,Kalaburagi,Shahnoor,2022-08-14,18:49,17.31165,76.844324,S4313,V8749,Knife,Bribery,5,Arrested
CR01349,Robbery,Mangaluru,Boloor,2024-07-26,09:02,12.954359,74.881539,S1025,V8683,Stolen Vehicle,Hit and run,1,Investigation
CR01350,Theft,Vijayapura,Station,2024-08-12,07:50,16.833008,75.739488,S2348,V5364,Crowbar,Strangulation,2,Open
